score,confidence,method_same,bmc_index,bmc_section,bmc_title,bmc_method,bmc_uri,podm_index,podm_section,podm_title,podm_method,podm_uri
1.0,high,True,516,3.15.16,删除指定触发器,DELETE,https://device_ip/redfish/v1/TelemetryService/Triggers/id,314,4.9.16,删除指定触发器,DELETE,/redfish/v1/TelemetryService/Triggers/{id}
1.0,high,True,517,3.15.17,提交测试指标报告上报,POST,https://device_ip/redfish/v1/TelemetryService/Actions/TelemetryService.SubmitTestMetricReport,315,4.9.17,提交测试指标报告上报,POST,/redfish/v1/TelemetryService/Actions/TelemetryService.SubmitTestMetricReport
1.0,high,True,518,3.15.18,清除指标报告,POST,https://device_ip/redfish/v1/TelemetryService/Actions/TelemetryService.ClearMetricReports,316,4.9.18,清除指标报告（未开发）,POST,/redfish/v1/TelemetryService/Actions/TelemetryService.ClearMetricReports
1.0,high,True,519,3.15.19,恢复指标报告定义到默认值,POST,https://device_ip/redfish/v1/TelemetryService/Actions/TelemetryService.ResetMetricReportDefinitionsToDefaults,317,4.9.19,恢复指标报告定义到默认值 （未开发）,POST,/redfish/v1/TelemetryService/Actions/TelemetryService.ResetMetricReportDefinitionsToDefaults
1.0,high,True,520,3.15.20,恢复触发器到默认值,POST,https://device_ip/redfish/v1/TelemetryService/Actions/TelemetryService.ResetTriggersToDefaults,318,4.9.20,恢复触发器到默认值 (未开发),POST,/redfish/v1/TelemetryService/Actions/TelemetryService.ResetTriggersToDefaults
0.7857,low,True,521,3.16.1,查询LCNService资源,GET,https://device_ip/redfish/v1/Oem/Huawei/LCNService,375,4.11.1,查询UBMService资源,GET,/redfish/v1/Oem/HuaweiPublic/UBMService
0.7273,medium,True,522,3.16.2,查询LCN设备集合信息,GET,https://device_ip/redfish/v1/Oem/Huawei/LCNService/LCNDevices,376,4.11.2,查询UBM设备集合信息,GET,/redfish/v1/Oem/HuaweiPublic/UBMService/UBMDevices
0.7273,medium,True,523,3.16.3,查询指定LCN设备信息,GET,https://device_ip/redfish/v1/Oem/Huawei/LCNService/LCNDevices/device_id,377,4.11.3,查询指定UBM设备信息,GET,/redfish/v1/Oem/HuaweiPublic/UBMService/UBMDevices/{device_id}
0.7273,medium,True,524,3.16.4,修改指定LCN设备信息,PATCH,https://device_ip/redfish/v1/Oem/Huawei/LCNService/LCNDevices/device_id,378,4.11.4,修改指定UBM设备信息,PATCH,/redfish/v1/Oem/HuaweiPublic/UBMService/UBMDevices/{device_id}
0.7692,low,True,525,3.16.5,查询LCN设备子卡集合信息,GET,https://device_ip/redfish/v1/Oem/Huawei/LCNService/LCNDevices/device_id/SubCards,379,4.11.5,查询UBM设备子卡集合信息,GET,/redfish/v1/Oem/HuaweiPublic/UBMService/UBMDevices/{device_id}/SubCards
0.7692,low,True,526,3.16.6,查询指定LCN设备子卡信息,GET,https://device_ip/redfish/v1/Oem/Huawei/LCNService/LCNDevices/device_id/SubCards/card_id,380,4.11.6,查询指定UBM设备子卡信息,GET,/redfish/v1/Oem/HuaweiPublic/UBMService/UBMDevices/{device_id}/SubCards/{card_id}
0.64,medium,True,528,3.16.8,导出指定LCN设备日志,POST,https://device_ip/redfish/v1/Oem/Huawei/LCNService/LCNDevices/device_id/Actions/LCN.ExportLog,381,4.11.7,导出指定UBM设备日志 (待更新),POST,/redfish/v1/Oem/HuaweiPublic/UBMService/UBMDevices/{device_id}/Actions/UBM.ExportLog
